symbol,company,purpose,event_date
GTLINFRA,GTL Infrastructure Limited,Financial Results,13-08-2024
EIFFL,Euro India Fresh Foods Limited,Other business matters,24-07-2024
FOSECOIND,Foseco India Limited,Financial Results,25-07-2024
SPANDANA,Spandana Sphoorty Financial Limited,Financial Results/Other business matters,27-07-2024
RAJRATAN,Rajratan Global Wire Limited,Financial Results/Other business matters,30-07-2024
SONATSOFTW,Sonata Software Limited,Financial Results,31-07-2024
YAARI,Yaari Digital Integrated Services Limited,Financial Results,02-08-2024
BLS,BLS International Services Limited,Financial Results/Fund Raising,05-08-2024
BAJEL,Bajel Projects Limited,Financial Results,08-08-2024
DCMFINSERV,DCM Financial Services Limited,Financial Results/Other business matters,08-08-2024
RHL,Robust Hotels Limited,Financial Results,08-08-2024
METROPOLIS,Metropolis Healthcare Limited,Financial Results,10-08-2024
WSTCSTPAPR,West Coast Paper Mills Limited,Financial Results,10-08-2024
CAMLINFINE,Camlin Fine Sciences Limited,Financial Results,12-08-2024
MAHSCOOTER,Maharashtra Scooters Limited,Financial Results,22-07-2024
INDUSTOWER,Indus Towers Limited,Buyback,30-07-2024
SUNDARMFIN,Sundaram Finance Limited,Financial Results,05-08-2024
LALPATHLAB,Dr. Lal Path Labs Ltd.,Financial Results/Dividend/Other business matters,07-08-2024
SIGNATURE,Signatureglobal (India) Limited,Financial Results,07-08-2024
TVSSRICHAK,TVS Srichakra Limited,Financial Results,07-08-2024
LICI,Life Insurance Corporation Of India,Financial Results,08-08-2024
MUNJALAU,Munjal Auto Industries Limited,Financial Results/Other business matters,08-08-2024
JUBLINDS,Jubilant Industries Limited,Financial Results,12-08-2024
PTC,PTC India Limited,Financial Results,13-08-2024
UCOBANK,UCO Bank,Financial Results,22-07-2024
JSL,Jindal Stainless Limited,Financial Results,30-07-2024
DEVIT,Dev Information Technology Limited,Financial Results,05-08-2024
SANDHAR,Sandhar Technologies Limited,Financial Results,08-08-2024
AVTNPL,AVT Natural Products Limited,Financial Results,09-08-2024
NSLNISP,NMDC Steel Limited,Financial Results,13-08-2024
OPTIEMUS,Optiemus Infracom Limited,Financial Results/Fund Raising/Other business matters,13-08-2024
RAMCOCEM,The Ramco Cements Limited,Financial Results,25-07-2024
TECHM,Tech Mahindra Limited,Financial Results/Other business matters,25-07-2024
NATHBIOGEN,Nath Bio-Genes (India) Limited,Financial Results,07-08-2024
GLOSTERLTD,Gloster Limited,Financial Results,09-08-2024
ALEMBICLTD,Alembic Limited,Financial Results/Other business matters,12-08-2024
DOLLAR,Dollar Industries Limited,Financial Results,12-08-2024
COUNCODOS,Country Condo's Limited,Financial Results,13-08-2024
SIMBHALS,Simbhaoli Sugars Limited,Financial Results,13-08-2024
BEARDSELL,Beardsell Limited,Financial Results/Other business matters,14-08-2024
RHIM,RHI MAGNESITA INDIA LIMITED,Financial Results,14-08-2024
VIPCLOTHNG,VIP Clothing Limited,Financial Results,14-08-2024
PRAJIND,Praj Industries Limited,Financial Results,25-07-2024
SHRIRAMFIN,Shriram Finance Limited,Financial Results/Fund Raising/Other business matters,26-07-2024
NILKAMAL,Nilkamal Limited,Financial Results,31-07-2024
HLEGLAS,HLE Glascoat Limited,Financial Results,05-08-2024
SEAMECLTD,Seamec Limited,Financial Results,08-08-2024
RSWM,RSWM Limited,Financial Results,09-08-2024
GANECOS,Ganesha Ecosphere Limited,Financial Results,10-08-2024
BALKRISHNA,Balkrishna Paper Mills Limited,Financial Results,14-08-2024
SHARDACROP,Sharda Cropchem Limited,Financial Results,23-07-2024
EMKAY,Emkay Global Financial Services Limited,Financial Results,08-08-2024
GBGLOBAL,GB Global Limited,Financial Results/Other business matters,12-08-2024
ROSSELLIND,Rossell India Limited,Financial Results,12-08-2024
CTE,Cambridge Technology Enterprises Limited,Financial Results,13-08-2024
EPL,EPL Limited,Financial Results,13-08-2024
HDIL,Housing Development and Infrastructure Limited,Financial Results,14-08-2024
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,Financial Results,14-08-2024
TORNTPHARM,Torrent Pharmaceuticals Limited,Financial Results/Other business matters,23-07-2024
BIKAJI,Bikaji Foods International Limited,Financial Results,24-07-2024
CUB,City Union Bank Limited,Financial Results/Fund Raising,26-07-2024
NUVAMA,Nuvama Wealth Management Limited,Financial Results/Dividend,26-07-2024
MURUDCERA,Murudeshwar Ceramics Limited,Financial Results/Dividend,31-07-2024
EVERESTIND,Everest Industries Limited,Financial Results,01-08-2024
BSL,BSL Limited,Financial Results,05-08-2024
BYKE,The Byke Hospitality Ltd,Financial Results/Other business matters,09-08-2024
HONASA,Honasa Consumer Limited,Financial Results,09-08-2024
HILTON,Hilton Metal Forging Limited,Financial Results,12-08-2024
SMLT,Sarthak Metals Limited,Financial Results,13-08-2024
VENUSREM,Venus Remedies Limited,Financial Results/Other business matters,13-08-2024
AKASH,Akash Infra Projects Limited,Financial Results,14-08-2024
ASTRON,Astron Paper & Board Mill Limited,Financial Results,14-08-2024
OBEROIRLTY,Oberoi Realty Limited,Dividend,19-07-2024
SUMMITSEC,Summit Securities Limited,Financial Results,19-07-2024
ALIVUS,Alivus Life Sciences Limited,Financial Results,25-07-2024
TIMKEN,Timken India Limited,Financial Results,08-08-2024
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,Financial Results,09-08-2024
MIRCELECTR,MIRC Electronics Limited,Financial Results,13-08-2024
TNPL,Tamil Nadu Newsprint & Papers Limited,Financial Results/Other business matters,13-08-2024
VCL,Vaxtex Cotfab Limited,Financial Results/Other business matters,13-08-2024
USK,Udayshivakumar Infra Limited,Financial Results,14-08-2024
MUFIN,Mufin Green Finance Limited,Fund Raising,30-07-2024
NECCLTD,North Eastern Carrying Corporation Limited,Financial Results,31-07-2024
PARAS,Paras Defence and Space Technologies Limited,Financial Results,05-08-2024
GODREJIND,Godrej Industries Limited,Fund Raising/Other business matters,07-08-2024
KOPRAN,Kopran Limited,Financial Results,08-08-2024
EMIL,Electronics Mart India Limited,Financial Results,09-08-2024
STARTECK,Starteck Finance Limited,Financial Results/Other business matters,09-08-2024
CROWN,Crown Lifters Limited,Financial Results/Other business matters,10-08-2024
DCW,DCW Limited,Financial Results/Other business matters,13-08-2024
BBTCL,B&B Triplewall Containers Limited,Financial Results,14-08-2024
HOMEFIRST,Home First Finance Company India Limited,Financial Results/Other business matters,25-07-2024
GOKEX,Gokaldas Exports Limited,Financial Results,07-08-2024
RUCHIRA,Ruchira Papers Limited,Financial Results,09-08-2024
SPANDANA,Spandana Sphoorty Financial Limited,Fund Raising,09-08-2024
DBREALTY,Valor Estate Limited,Financial Results,13-08-2024
CINEVISTA,Cinevista Limited,Financial Results/Other business matters,14-08-2024
VISHWARAJ,Vishwaraj Sugar Industries Limited,Financial Results/Other business matters,14-08-2024
SCHAEFFLER,Schaeffler India Limited,Financial Results,23-07-2024
INTELLECT,Intellect Design Arena Limited,Financial Results,26-07-2024
DATAMATICS,Datamatics Global Services Limited,Financial Results,01-08-2024
TATAMOTORS,Tata Motors Limited,Financial Results,01-08-2024
MSUMI,Motherson Sumi Wiring India Limited,Financial Results,05-08-2024
VIJAYA,Vijaya Diagnostic Centre Limited,Financial Results,05-08-2024
KOKUYOCMLN,Kokuyo Camlin Limited,Financial Results,06-08-2024
PTL,PTL Enterprises Limited,Financial Results,07-08-2024
AMBIKCO,Ambika Cotton Mills Limited,Financial Results,09-08-2024
KSHITIJPOL,Kshitij Polyline Limited,Financial Results/Other business matters,13-08-2024
3IINFOLTD,3i Infotech Limited,Financial Results/Other business matters,14-08-2024
DIGJAMLMTD,Digjam Limited,Financial Results/Fund Raising,14-08-2024
SHAILY,Shaily Engineering Plastics Limited,Financial Results/Other business matters,27-07-2024
ADOR,Ador Welding Limited,Financial Results/Other business matters,02-08-2024
FOCUS,Focus Lighting and Fixtures Limited,Financial Results/Dividend/Other business matters,02-08-2024
ARROWGREEN,Arrow Greentech Limited,Financial Results/Other business matters,03-08-2024
JAIPURKURT,Nandani Creation Limited,Financial Results,10-08-2024
UFLEX,UFLEX Limited,Financial Results,12-08-2024
DBL,Dilip Buildcon Limited,Financial Results/Other business matters,13-08-2024
VEEDOL,Veedol Corporation Limited,Financial Results,13-08-2024
ARENTERP,Rajdarshan Industries Limited,Financial Results/Other business matters,14-08-2024
AVROIND,AVRO INDIA LIMITED,Financial Results/Fund Raising,14-08-2024
TTKPRESTIG,TTK Prestige Limited,Financial Results,26-07-2024
PIXTRANS,Pix Transmissions Limited,Financial Results,09-08-2024
STARCEMENT,Star Cement Limited,Financial Results,09-08-2024
ICDSLTD,ICDS Limited,Financial Results/Other business matters,12-08-2024
ENDURANCE,Endurance Technologies Limited,Financial Results,13-08-2024
VARDHACRLC,Vardhman Acrylics Limited,Financial Results,24-07-2024
EXIDEIND,Exide Industries Limited,Other business matters,30-07-2024
HUBTOWN,Hubtown Limited,Fund Raising,30-07-2024
IMAGICAA,Imagicaaworld Entertainment Limited,Financial Results,06-08-2024
TNPETRO,Tamilnadu PetroProducts Limited,Financial Results,06-08-2024
GARFIBRES,Garware Technical Fibres Limited,Financial Results,08-08-2024
ESTER,Ester Industries Limited,Financial Results/Other business matters,12-08-2024
INDOBORAX,Indo Borax & Chemicals Limited,Financial Results/Other business matters,12-08-2024
MANINDS,Man Industries (India) Limited,Financial Results,12-08-2024
PGIL,Pearl Global Industries Limited,Financial Results,12-08-2024
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,Financial Results,14-08-2024
CAPACITE,Capacit'e Infraprojects Limited,Financial Results,14-08-2024
SPCENET,Spacenet Enterprises India Limited,Financial Results/Other business matters,31-07-2024
SHALPAINTS,Shalimar Paints Limited,Financial Results,08-08-2024
BPL,BPL Limited,Financial Results,12-08-2024
MHLXMIRU,Mahalaxmi Rubtech Limited,Financial Results,13-08-2024
PLAZACABLE,Plaza Wires Limited,Financial Results/Other business matters,13-08-2024
DABUR,Dabur India Limited,Other business matters,01-08-2024
NAVNETEDUL,Navneet Education Limited,Buyback,01-08-2024
TTKHLTCARE,TTK Healthcare Limited,Financial Results/Other business matters,02-08-2024
SUVEN,Suven Life Sciences Limited,Financial Results,05-08-2024
BLUESTARCO,Blue Star Limited,Financial Results,06-08-2024
GICHSGFIN,GIC Housing Finance Limited,Financial Results/Other business matters,06-08-2024
ABB,ABB India Limited,Dividend,09-08-2024
FIBERWEB,Fiberweb (India) Limited,Financial Results/Other business matters,12-08-2024
SADBHIN,Sadbhav Infrastructure Project Limited,Financial Results/Other business matters,12-08-2024
IPCALAB,IPCA Laboratories Limited,Financial Results,13-08-2024
SICALLOG,Sical Logistics Limited,Financial Results,13-08-2024
REGENCERAM,Regency Ceramics Limited,Financial Results,14-08-2024
ALKALI,Alkali Metals Limited,Financial Results/Other business matters,27-07-2024
CARBORUNIV,Carborundum Universal Limited,Financial Results,30-07-2024
SUKHJITS,Sukhjit Starch & Chemicals Limited,Financial Results/Stock Split,07-08-2024
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,Financial Results,08-08-2024
PAKKA,PAKKA LIMITED,Financial Results/Other business matters,10-08-2024
TVSELECT,TVS Electronics Limited,Financial Results,10-08-2024
SANGAMIND,Sangam (India) Limited,Financial Results,12-08-2024
BOROSCI,Borosil Scientific Limited,Financial Results,13-08-2024
IRCTC,Indian Railway Catering And Tourism Corporation Limited,Financial Results,13-08-2024
SADBHAV,Sadbhav Engineering Limited,Financial Results/Other business matters,14-08-2024
WELSPUNLIV,Welspun Living Limited,Financial Results,24-07-2024
FILATFASH,Filatex Fashions Limited,Other business matters,26-07-2024
KAYNES,Kaynes Technology India Limited,Financial Results,26-07-2024
VEDL,Vedanta Limited,Dividend,26-07-2024
RAJTV,Raj Television Network Limited,Financial Results/Other business matters,09-08-2024
AVG,AVG Logistics Limited,Financial Results,14-08-2024
ROHLTD,Royal Orchid Hotels Limited,Financial Results,14-08-2024
BAJAJFINSV,Bajaj Finserv Limited,Other business matters,24-07-2024
SBFC,SBFC Finance Limited,Financial Results,27-07-2024
INDUSTOWER,Indus Towers Limited,Financial Results,30-07-2024
JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,Financial Results,30-07-2024
RELTD,Ravindra Energy Limited,Financial Results,05-08-2024
NACLIND,NACL Industries Limited,Financial Results,07-08-2024
BALKRISIND,Balkrishna Industries Limited,Financial Results/Dividend,09-08-2024
EMAMIPAP,Emami Paper Mills Limited,Financial Results,09-08-2024
JETFREIGHT,Jet Freight Logistics Limited,Financial Results,12-08-2024
NIRAJ,Niraj Cement Structurals Limited,Financial Results/Other business matters,13-08-2024
JINDALPOLY,Jindal Poly Films Limited,Financial Results,14-08-2024
VOLTAS,Voltas Limited,Financial Results/Other business matters,14-08-2024
AGSTRA,AGS Transact Technologies Limited,Financial Results,23-07-2024
VGUARD,V-Guard Industries Limited,Financial Results,24-07-2024
AARTIDRUGS,Aarti Drugs Limited,Financial Results,26-07-2024
THEMISMED,Themis Medicare Limited,Financial Results,26-07-2024
GINNIFILA,Ginni Filaments Limited,Financial Results,31-07-2024
BIGBLOC,Bigbloc Construction Limited,Fund Raising,07-08-2024
CARERATING,CARE Ratings Limited,Financial Results,07-08-2024
GODFRYPHLP,Godfrey Phillips India Limited,Financial Results,07-08-2024
ITDCEM,ITD Cementation India Limited,Financial Results,07-08-2024
LEMONTREE,Lemon Tree Hotels Limited,Financial Results/Other business matters,07-08-2024
MTARTECH,Mtar Technologies Limited,Financial Results,13-08-2024
SINDHUTRAD,Sindhu Trade Links Limited,Financial Results,13-08-2024
ICRA,ICRA Limited,Financial Results,23-07-2024
HFCL,HFCL Limited,Financial Results,24-07-2024
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,Financial Results,31-07-2024
NKIND,NK Industries Limited,Financial Results,02-08-2024
COUNCODOS,Country Condo's Limited,Other business matters,05-08-2024
TATACHEM,Tata Chemicals Limited,Financial Results,05-08-2024
KRONOX,Kronox Lab Sciences Limited,Financial Results,06-08-2024
ADROITINFO,Adroit Infotech Limited,Financial Results/Other business matters,07-08-2024
GMMPFAUDLR,GMM Pfaudler Limited,Financial Results,07-08-2024
PENINLAND,Peninsula Land Limited,Financial Results,08-08-2024
MIDHANI,Mishra Dhatu Nigam Limited,Financial Results,09-08-2024
FLAIR,Flair Writing Industries Limited,Financial Results,10-08-2024
ITI,ITI Limited,Financial Results,12-08-2024
MITCON,MITCON Consultancy & Engineering Services Limited,Financial Results,13-08-2024
ISEC,ICICI Securities Limited,Financial Results,23-07-2024
21STCENMGM,21st Century Management Services Limited,Financial Results,25-07-2024
GVT&D,GE Vernova T&D India Limited,Financial Results,31-07-2024
SIS,SIS LIMITED,Fund Raising,02-08-2024
AARTIPHARM,Aarti Pharmalabs Limited,Financial Results/Other business matters,05-08-2024
MANAKALUCO,Manaksia Aluminium Company Limited,Financial Results,09-08-2024
HISARMETAL,Hisar Metal Industries Limited,Financial Results/Other business matters,10-08-2024
SUPRIYA,Supriya Lifescience Limited,Financial Results,10-08-2024
RATEGAIN,Rategain Travel Technologies Limited,Financial Results,12-08-2024
SANDESH,The Sandesh Limited,Financial Results/Other business matters,13-08-2024
VETO,Veto Switchgears And Cables Limited,Financial Results,13-08-2024
SAKUMA,Sakuma Exports Limited,Financial Results,14-08-2024
GATEWAY,Gateway Distriparks Limited,Financial Results/Dividend,08-08-2024
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,Financial Results,08-08-2024
NIPPOBATRY,Indo-National Limited,Financial Results/Other business matters,09-08-2024
ROLEXRINGS,Rolex Rings Limited,Financial Results,09-08-2024
TPLPLASTEH,TPL Plastech Limited,Financial Results/Other business matters,09-08-2024
CCHHL,Country Club Hospitality & Holidays Limited,Financial Results,13-08-2024
LAMBODHARA,Lambodhara Textiles Limited,Financial Results,13-08-2024
INDIANCARD,Indian Card Clothing Company Limited,Financial Results/Other business matters,14-08-2024
CHALET,Chalet Hotels Limited,Financial Results,25-07-2024
SBC,SBC Exports Limited,Financial Results/Dividend,26-07-2024
KRBL,KRBL Limited,Financial Results/Other business matters,31-07-2024
INDGN,Indegene Limited,Financial Results,01-08-2024
GANDHITUBE,Gandhi Special Tubes Limited,Financial Results,12-08-2024
HINDCOPPER,Hindustan Copper Limited,Financial Results,12-08-2024
SUNFLAG,Sunflag Iron And Steel Company Limited,Financial Results/Other business matters,12-08-2024
TVVISION,TV Vision Limited,Financial Results,13-08-2024
PSB,Punjab & Sind Bank,Financial Results,26-07-2024
VOLTAMP,Voltamp Transformers Limited,Financial Results,29-07-2024
SATIN,Satin Creditcare Network Limited,Financial Results,31-07-2024
TARACHAND,Tara Chand InfraLogistic Solutions Limited,Financial Results/Other business matters,01-08-2024
